source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P8138,train,1,0,0,0,0
P8168,train,24,6,0,14,4
P8204,test,54,3,10,1,40
P8236,train,1,0,0,0,0
P8277,train,3,0,0,0,0
P8287,test,52,0,21,0,31
P8329,train,1,0,0,0,0
P8336,validation,1,0,0,0,1
P8392,train,1,0,0,1,0
P8444,train,1,0,1,0,0
P8453,train,1,0,0,1,0
P8461,train,27,7,2,4,13
P8490,validation,1,0,0,0,0
P8583,train,16,9,0,2,1
P8587,train,46,6,1,1,37
P8593,validation,1,0,0,0,1
P8601,train,1,0,0,0,0
P8656,test,54,6,3,5,39
P8736,train,1,0,0,0,1
P8750,validation,1,0,0,1,0
P8760,train,1,0,0,0,0
P8877,train,1,0,0,0,1
P8967,train,1,0,0,1,0
P9018,train,16,0,0,1,15
P9031,train,1,0,0,0,0
P9063,train,1,0,0,0,0
P9072,validation,1,0,0,0,1
P9075,train,1,0,0,0,0
P9134,train,1,0,0,0,0
P9314,validation,1,0,0,0,0
P9337,test,35,9,8,2,15
P9347,train,47,7,4,2,34
P9348,train,1,0,0,0,0
P9365,train,1,0,0,0,0
P9421,train,1,0,0,0,0
P9444,train,1,0,0,0,1
P9467,train,15,2,0,9,3
P9548,validation,1,0,0,0,0
P9562,train,1,0,0,0,1
P9580,train,4,0,0,0,0
P9590,validation,1,0,0,0,0
P9594,train,14,2,0,4,8
P9645,train,42,4,5,5,28
P9690,train,1,0,0,0,0
P9701,validation,1,0,0,1,0
P9752,train,1,0,0,0,0
P9809,train,1,0,0,1,0
P9821,train,1,0,0,0,0
P9847,train,40,0,0,0,0
P9895,train,1,0,0,0,1
P9901,train,1,0,0,0,0
P9997,train,3,1,0,0,0
